,0,1,2,3,4,5,6,7,8,9,10,11,12,13
169,NFKBID,ALOX5,CDK2AP2,HNRNPA1,C1orf21,NEURL1B,S100A4,APOE,CDKN1C,RTL8C,RPL15,TNS2,AC120193.1,HMGA1
170,HSPH1,ALDH2,ARPC5L,RACK1,SLFN5,ITGA1,CORO1A,IGSF6,ARPC5,PLPP1,RPS15,LIMS2,TNFRSF13C,FAM129B
171,ACP5,TNFSF10,TRMT112,UBXN4,LIME1,FILIP1L,MIF,FRMD4A,ARHGDIB,COX7A1,RPL7A,PLSCR4,GNB5,TIMM8B
172,EREG,ARRB2,COX6C,ICAM2,RNF125,TCF4,ISG15,FCHO2,GRK2,NFIC,LAD1,CRIM1,PNISR,CDH1
173,MXD1,PFDN5,YWHAZ,EMB,ODF2L,LAMB2,NDFIP1,JUN,ATP6V1B2,NOP53,RASSF2,PLS3,PLEKHA2,H2AFJ
174,GK,LCP1,HLA-B,SEC11C,CD5,LMOD1,SIT1,THBD,STX11,THY1,HSPA8,TPM1,NCOA3,RPS6
175,HSP90AA1,AOAH,CXCR4,HDAC1,GPR174,CYSTM1,SPN,VSIG4,GCA,PTGIS,RPL26,ID3,ITM2C,GLTP
176,MMP19,GSTO1,RPL37A,P2RY8,OFD1,H1F0,FNBP1,SLAMF8,THEMIS2,RPS5,NECAP2,CFI,LMBRD1,ACTG1
177,ATP13A3,MTPN,NDFIP2,SPN,PLEKHF1,MYH9,RAD21,MMP14,PABPC1,RPS27,DNAJC15,VAT1,AL139020.1,IMPDH2
178,COTL1,FTH1,PAGE5,CCR4,BIN1,ATP1B2,JPT1,PDGFC,HLA-DPA1,TMEM176B,ETV3,TMEM255B,NCR3,MIF
179,MT-ND4,RETN,ANXA1,PDE3B,SLAMF6,DST,CD2,YBX3,HMGN2,ABCA8,IL15,MEIS2,TNFRSF13B,RPL41
180,EDEM1,GPCPD1,TBC1D10C,IL16,MGAT4A,C20orf27,CELF2,ABCA6,FKBP1A,RPL32,TUBB6,FMOD,PLEKHF2,EZR
181,ZFP36,UBE2J1,DUSP10,DENND2D,USP28,PGF,RNF125,CPM,PIK3AP1,KDELR1,RPL24,PLK2,SIGLEC10,FDPS
182,SERPINB9,CD300E,HSPA5,APBB1IP,RAB29,MT-ND3,GMFG,FGL2,LCP1,PGRMC1,RPL34,COL4A1,JCHAIN,ATP5F1A
183,FUOM,RILPL2,MYL12B,SHISA5,ARHGEF1,CARMN,S1PR1,BRI3,NINJ1,ARL2,CYB5A,BEX3,IGKV3-20,ALDH2
184,FAM49A,BST1,SEC61G,PRF1,PIM2,CD81,PPIA,HSPA6,MNDA,ABCA6,LY75,SEMA6A,CD52,DDX21
185,GNAI2,GRB2,COX7C,UBASH3A,ARHGAP25,BEX3,SP100,VOPP1,PSME2,VASN,SMS,NFIA,SLC38A1,NDRG1
186,RAC1,TNFAIP2,NPM1,MIR4435-2HG,ARHGAP15,VASN,PPM1G,GAS6,SMCO4,RASD1,SPINT2,GSDMD,INPP5D,RPS21
187,ARHGAP18,RAB24,PHTF2,P4HB,LITAF,SLC40A1,ABRACL,ATP6V1F,PLAUR,RPS23,RPL28,PLA1A,DNAJA1,MT-ATP8
188,B3GNT5,TCIRG1,SKP1,DEF6,SLF1,TCEAL4,TMUB1,SDC3,ABRACL,CD151,RACK1,UGCG,RNASET2,MT-CO2
189,ALDH2,LAPTM5,RPS19,PSMB9,PAXX,MAP3K20,RASGRP2,N4BP1,SAMHD1,SPOCK1,TMEM14C,LAMB2,TFEB,SELENOW
190,UPP1,CD1D,CLU,BUB3,MAP4K1,MGLL,JAK1,CXCL16,PARVG,NFIB,PSME1,SEMA3D,HSPA8,EFNB1
191,FCGRT,PRKCB,RPL38,CSGALNACT1,RAB27A,ZFP36L1,TBCB,IRF8,GBP2,EEF1A1,LIMCH1,AQP1,IGHE,EIF4A3
192,PDE4A,RNASEK,SRI,ANP32B,BUB3,COL4A1,SNRPD2,SNX8,NACA,TPM1,TAPBP,NPDC1,OSER1,TUBB6
193,GNG5,ATP6V1B2,SIT1,RORA,FKBP11,THY1,CYFIP2,TNFAIP3,CD300C,SVEP1,TRIP10,FLOT1,TMC8,MIDN
194,ABCA1,TLR4,IL27RA,TSC22D3,PATL2,PCDH18,TMC8,JUND,SIRPB1,RPS8,UBA52,IL3RA,MAPRE2,SNRPD3
195,PKIB,SPTLC2,CBX3,TMEM173,CDC42SE2,COL5A2,ICA1,PDCD1LG2,CD86,DDR2,RPL39,MAP1LC3A,CLK4,MT-ND1
196,THAP2,SCPEP1,TBCB,RPL4,NCR3,CD63,FLNA,LHFPL2,SELPLG,SQSTM1,NPM1,NFIC,MTRNR2L12,GNA15
197,PKM,NCF4,TMEM258,RPL14,RASGRP1,LMCD1,ITM2A,PPP1R15A,FCGR2A,JUN,TMEM176B,CCL21,OFD1,RPL22L1
198,FAM129B,DOCK8,CUTA,HLA-A,DTHD1,AEBP1,AES,KCTD12,RNPEP,RABAC1,ENO1,ELK3,GM2A,MT-ATP6
199,YBX1,ATP6V0B,PTMA,DDX17,CX3CR1,COL14A1,RPS19,TIMP2,SH3BGRL,CD9,IRF1,TCEAL9,RNF139-AS1,SPTSSA
200,ADA2,MS4A7,ELOVL5,HLA-E,CHI3L2,FXYD6,RPS2,LAMP2,WAS,SPTBN1,RPL31,WFS1,PLCG2,RPLP2
201,THBD,FCGR1B,JUNB,ANKRD44,ZBP1,LMO4,SEPT11,TPP1,MYO1F,RPL8,SQSTM1,RBP5,NOP53,YBX3
202,ARL5B,VNN2,TNFAIP8,CD27,PTPN7,OLFML2A,MRPL41,OLFML2B,CTSC,RPL14,HSPH1,RPS6KA2,AC025164.1,EIF5
203,LGALS3,CCR1,RGS13,TMC8,BTG1,NFIA,SPCS1,PDXK,RARA,ANGPTL4,MT-ND4L,SGCE,TMEM131L,CTTN
204,SERF2,SMCO4,PASK,CYLD,BTN3A1,SUCNR1,GUK1,C17orf58,TNFSF13B,DAB2,MAFF,BTNL9,CLEC17A,RPS10
205,RASGEF1B,TREM1,HNRNPA2B1,CD82,PARP15,PEBP1,RPL32,MFSD1,HCLS1,MT1E,RPS3A,JUN,THUMPD3-AS1,ENO1
206,ATP6V1F,CRTAP,MIR155HG,NPM1,OASL,TBX2,RPL30,TREM2,VMP1,FGFR1,IER5,DSP,CR2,HNRNPM
207,SH3BGRL3,CAST,RAN,CSK,PILRB,GJC1,CDC42SE1,FNIP2,FGD2,SEC62,RAMP1,KIAA1217,FCRL5,MT-CYB
208,LYPD3,ATP6V0D1,POLR2L,OSTF1,SYNRG,GEM,HMOX2,MTSS1,RNF130,SPRY1,GABARAPL2,FOXP1,SYVN1,C10orf99
209,ADAM8,LYN,NDUFB2,CD48,KLRF1,RGS16,WDR1,CCL3,P2RY13,REXO2,TNFRSF14,WARS,ISG20,UQCRQ
210,FCER1A,ARPC5,RPS15A,LBH,TBX21,TRPC6,ACTR3,CMKLR1,NAMPT,CTSF,RAB9A,SERPINE1,EEF1G,OVOL1
211,PRDM1,RGS19,IDS,PTDSS1,CYFIP2,CPM,SEC11C,TXN,PGK1,EID1,ATP6V0E1,ITGA6,SNHG7,GJB5
212,ZC3H12A,RBP7,SNHG15,PIK3IP1,RHOF,MPRIP,HCLS1,LXN,TMEM176A,ANXA5,RSRP1,ITGB4,MDM4,TMEM40
213,ATP6V0B,SMIM25,RPLP2,RPS12,CEP78,CFH,PDCD5,SIRPA,GNS,RPLP1,RPL11,SOCS2,BCAS2,NPM1
214,IGFLR1,SMAP2,CACYBP,CD200R1,KLRK1,UACA,HINT1,HSP90AA1,PRR13,PAMR1,CD44,SERINC3,PIM2,DUOXA1
215,CYP2S1,SAT1,ZFP36,RASA3,AC243829.4,FN1,FLI1,AC243829.4,S100A8,RPL3,S100A6,ABLIM1,SEPT6,KCNK7
216,TUBB6,TLR2,HMGN1,CD37,GPRIN3,LAMA4,DDX5,SCARB1,LINC02432,RPL24,RPL14,RBPMS,P2RY10,ZC3H12A
217,ZFAND5,OSBPL8,DNPH1,MCUB,HELB,RASD1,LINC00944,LTC4S,MARCH1,ASS1,ANXA7,REXO2,HSPE1,DEFB1
218,MCL1,CREB5,SUB1,CAPZB,IL18RAP,MAGED2,RBL2,CD86,CYTIP,PAM,TBCA,MARCKS,COL19A1,MDFI
219,PDE4B,OSCAR,MIR181A1HG,GRAP2,KIAA1551,SGCE,PBXIP1,FCGR3A,FPR2,TMEM98,RHOG,TSPAN15,BEX2,MALL
220,CFLAR,GMFG,RBM8A,TECR,XBP1,RPS27L,RPL13,QKI,AGTRAP,ELN,CELF2,PTPRB,CHD7,SLPI
221,C1QB,CEBPD,CD44,TSTD1,TRAF3IP3,RHOC,RAB37,GGT5,PFN1,RPL37,EIF3E,PKHD1L1,PDCD4,GGCT
222,QSOX1,SIRPB1,NDUFA13,THEMIS,SLC25A38,TSPAN3,TSPAN2,ME1,CD79B,RPL7A,TYROBP,MTUS1,IGHG1,LDLR
223,PICALM,CR1,ATP6V0E1,MAP4K1,BCL11B,RAB13,UBE2I,CD83,UBE2D1,RPS4X,HSPB1,PDK4,ERP29,TM4SF1
224,ZNF267,HRH2,HDAC9,BTF3,ETS1,TJP1,TOMM7,MT-ND3,HLA-C,RPL7,N4BP2L1,CSRP2,MT-ND4L,RPL37A
225,RNF19B,COX4I1,STK17B,MYH9,DDX6,IGFBP4,RPS3,SOCS3,RASGRP2,RPL10A,PABPC1,GJA4,PRAG1,RPL4
226,YBX3,PABPC1,CD3G,ST6GAL1,GPR65,NNMT,HSPA8,ADAMDEC1,TSPAN14,NT5E,IL32,TCEAL3,CHCHD10,RPLP1
227,RAB13,ERP29,PGK1,ABRACL,CD160,CRISPLD2,RPL17,FOSB,DOCK8,GINM1,ARL6IP1,C1R,IGLV2-14,RND3
228,GRASP,FES,EVL,TAP1,CYTOR,CIRBP,C9orf16,DDAH2,POLD4,GSTM3,GPR183,ACVRL1,KHDRBS2,NME2
229,MGAT1,CD33,SLC9A3R1,RBL2,PRDM1,RBMS3,THEM4,SERPINF1,CD302,F10,NFKB1,CTNNAL1,OGA,GJA1
230,CD9,HMGB2,SSR4,NPDC1,MCTP2,NR2F2-AS1,RORA,HEXB,MSN,MT-ATP8,MYO1G,ZFP36L1,TXNIP,SRSF2
231,SNHG15,NCOA4,CHCHD2,HIST1H1E,PDE4B,SMOC2,MT-ATP6,SOD2,FAM110A,TMEM14C,TYMP,PRSS23,HSPH1,RAB7A
232,BIRC3,NFAM1,MBP,RPL13,RASSF1,CDH6,UBE2D2,RPS29,CMTM6,CYGB,PPP1R2,TCEAL4,DOK3,PPIA
233,RIPK2,NBPF26,CDCA7,THOC3,APBB1IP,PMEPA1,PLSCR3,TNFRSF1A,CLEC2B,PDGFRA,NECTIN2,TNFRSF1A,ARRDC2,TRMT112
234,MYL6,ACSL1,ABRACL,CHST12,IL2RG,NUCKS1,PSMB10,PHACTR1,LRRFIP1,EEF1D,MT-ND4,ACKR1,EBF1,ATOX1
235,PTGS2,ADGRE5,HSP90AB1,STK38,ADRB2,HOXC6,KLF2,SNX9,PSMB10,RPL13A,SINHCAF,CRACR2B,SINHCAF,DAAM1
236,HSP90AB1,CCR2,CDKN1A,CCR3,HLA-E,DEPP1,RPLP2,CIITA,RHOA,TCEAL4,COX7C,GIMAP6,IQCB1,RPL8
237,NFKBIZ,TNFRSF1A,EDF1,TRAM1,SIT1,HSPB1,ZFP36L2,LILRB4,HSBP1,TMEM159,RPL27A,RASSF9,LINC01781,EEF2
238,VAMP8,IFNGR1,BTG2,PXN,GAB3,TM4SF1,NAP1L4,NINJ1,LAMTOR4,DAD1,GPBP1,FLNB,CNR2,ABLIM1
239,GGT5,GPSM3,ZG16B,PDIA6,LRBA,ISLR,MT-CO1,CCL24,AQP9,MAP1B,PVR,ESAM,BTG2,TWF1
240,AVPI1,APOBEC3A,NDUFS5,CALHM2,NFATC2,GSTM3,IL16,CCL23,ARPC2,APOC1,DNAJB1,ARL6IP1,FCHSD2,CDC42EP1
241,MAFF,SCIMP,SYPL1,GMFG,INPP4B,TNC,ARHGAP45,EMP1,CPVL,DBN1,CSTB,HSD17B12,BTLA,RPL10A
242,SLC38A2,ATP6V0C,MAF,GIMAP2,BCAS4,SNHG18,U2AF1L4,IL13RA1,SRGN,TGFB1I1,MVP,PIK3R3,SLAMF6,MT-ND2
243,ELL2,CMTM7,RPS16,CD47,IL16,MT1M,NPM1,ECM1,CNPY3,CD99,TNFRSF9,MMRN2,TNFRSF17,MT-ND3
244,NFIL3,WASF2,LSM8,IL2RA,NR4A2,FERMT2,PPP1R2,SLC15A3,FCGRT,SGCE,RPL23,HMGN3,RERE,POLR2I
245,GNAS,SRGN,TNFSF11,RPL5,KLRC4,MSRB3,STK38,ATP5F1E,PGLS,ZBTB20,NRP2,VGLL4,MARCH3,MT-CO1
246,ETV3,LILRA1,RPL30,TNFRSF25,ITGB7,CXCL12,ECH1,CCL2,UCP2,EEF2,C4orf3,TMEM109,PRKCB,ENSA
247,GNA13,NPC2,PPP1CA,SYNRG,GABARAPL1,BST2,LCK,CTDNEP1,SIDT2,RPS18,MT-ND1,SDCBP,IGKV1-39,HSP90AB1
248,FSCN1,CD48,SERBP1,HMGB1,PLA2G16,ENPEP,PSMB8,ITGAX,TPI1,LAMA4,PPP1R18,PPIC,CCDC32,SLC25A5
249,IRF4,SNX3,ANKRD28,HLA-C,TRAT1,MDK,TPR,GAA,AP1S2,GGT5,TOMM7,PDLIM3,LPAR5,RPL18
250,CREBL2,GM2A,APOBEC3G,EPC1,FGFR1OP2,VCAM1,TSC22D4,HAVCR2,SPN,NID1,LCP1,RDX,SYNGR2,GNG12
251,FNIP2,GIMAP1,PPDPF,GBP2,CASP3,ANO1,EEPD1,TFRC,FAM45A,RPL5,RPL12,PDLIM5,TMC6,GPNMB
252,EFHD2,GNAQ,MRPL41,C9orf16,RASAL3,TBX2-AS1,CHCHD2,EIF4A3,RNF13,BSG,SERPINF1,ADD3,BTN2A2,PGAM1
253,ASAP1,CTSA,TNFRSF14-AS1,MAT2B,ADA,FAM13C,P2RY8,RGS10,GPSM3,HTRA3,RPL22,RHOJ,PARP14,YES1
254,KLF4,SULT1A1,ATP5MG,AC119396.1,SASH3,KCNE4,TTC39C,COLEC12,PFDN5,RPL21,ATP5MG,CCDC80,CSK,APP
255,VDR,GLIPR2,ACAP1,ARGLU1,WIPF1,PPP1R12B,CDC42,CD274,NADK,CDK4,TNFAIP8,LAP3,SIDT1,KLK11
256,MOB3B,CES1,BRD2,UCP2,TERF2IP,ITGB1,ACTB,ARHGEF10L,ARPC1B,HTRA1,RPL30,MAGI1,SF1,ALDH3B2
257,CD40,AC020656.1,PHLDA1,CD40LG,LINC02084,GUCY1A2,RPL15,PCBD1,PCGF5,PIGT,SNX11,GIMAP8,TAF1D,CASP14
258,TGIF1,CD163,TUBB2A,TSPAN14,CORO1A,CD248,ANAPC16,NR1H3,HLA-DRB5,UAP1,ALDH2,LMCD1,SNHG8,CERS3
259,ARL8B,AGTPBP1,NINJ2,CDC14A,RORA,MT2A,ARID4B,C3AR1,GCH1,RPL18A,ATF5,SLC44A2,AC243960.1,CBLC
260,ENO1,MT-ND1,RPL35,ARHGAP45,OXNAD1,APP,MAT2B,PABPC4,MT2A,LIMA1,CD80,EPB41L2,CD53,NCL
261,IFI30,USP3,SEPT6,M6PR,RGL4,ADAMTS1,ITK,CSF2RA,ANXA5,RPL38,SPAG7,DOCK9,GABPB1-AS1,CALML3
262,SIRPA,FCGR2A,MT-CO2,RPL3,TXK,FAM213A,KDELR2,BLVRA,CD300E,ANXA4,NFKBID,PMP22,HS3ST1,NIPAL4
263,PCBP1,PARVG,MT1E,PAG1,SP140,S100A13,CYLD,RBM47,MIS18BP1,ADD3,RGS10,TGFB1I1,RIC3,DUOX1
264,RAPGEF1,RAB32,HLA-E,CDC42SE2,RNF167,PRDX2,ST6GAL1,GNAI2,CAMK1,IMPDH2,F11R,RGL2,ATP2A3,CYB5R1
265,RGL1,TBXAS1,DGUOK,TOB1,ARAP2,DTX3,IL22,ADAMTSL4,LCP2,PPIC,LRRFIP2,CD81,USP11,RAB11A
266,IVNS1ABP,G6PD,RPS21,FAM129A,APOBEC3H,ANGPT1,LY9,PLXNB2,P2RX1,ERRFI1,HNRNPA1,NCKAP1,TBC1D5,EPHX3
267,ATOX1,PLSCR1,SNRPG,RNF125,FCRL3,DKK3,SLC38A1,HES1,CORO1A,ZFP36L2,ATP5MC2,DOCK6,GCSAM,RPL36
268,ARHGAP31,IER2,ADAM19,BTN3A2,ATP8A1,SMTN,CD28,SPINT2,GNG5,RPL35A,SRP14,SCARB2,CNTRL,RPL38
269,IGSF6,UPP1,IAH1,MALAT1,RNF19A,DLX5,PTPN6,TUBB6,PGD,SFRP2,UBL5,CYB5A,HIST1H4C,CD59
270,OTUD1,SERF2,MT1X,RAD21,ANXA2R,AMOTL2,CUTA,UNC93B1,ACAA1,RPL29,IRF4,C1S,IGHV3-30,IFFO2
271,CYCS,STX10,HSPE1,NDFIP1,ARL4C,IMPDH2,ARF1,MFSD12,CSK,GLUL,TUBB2A,NR2F2,PLAC8,SPINT1
272,MARCKS,LAT2,SEPT7,RPL13A,GIMAP5,SNCG,SSR4,GNS,APBB1IP,RPL9,COX17,CD24,ZNF331,COX6A1
273,PTMA,ARPC3,LY9,PPP1CA,PPP2R5C,GPRC5C,KLF6,C1orf54,CNIH4,ABCA9,VPS29,ARL4A,UPF2,PPL
274,ODF3B,FAM200B,TAF7,ERN1,SIRPG,TEX41,MAP4,ANXA2,GDI2,CRABP2,NFKBIA,SELENON,IGHG3,HNRNPK
275,BID,BCL2A1,UBL5,CCDC85B,ADD3,EGFL6,TRIM69,FUCA2,MFSD1,RTN4,STARD7,HDAC7,SNRPN,PRNP
276,OLR1,GIMAP7,RHBDD2,NSD3,NEDD9,NTRK2,HNRNPA2B1,TCN2,BTK,NEGR1,GDI2,ROBO3,LCN10,MT1X
277,IL4I1,KCNE3,RPL32,NDUFB9,PVRIG,H2AFJ,CSK,SMPDL3A,GBP5,MT-ND2,EIF5,COL6A2,MCTP2,RAB3D
278,ARRB2,BLOC1S1,RGS9,SERINC5,SLC44A2,SPRY1,PSME1,SNX29,NEAT1,BEX3,SUMO2,PAPLN,SYNGR1,RPL31
279,RPL21,GNAI2,POMP,RPL18,PITPNC1,TXNIP,SSBP1,IDH1,SLC25A6,RAB13,PPP1R15A,PERP,POLD4,NAPRT
280,ATP5MD,TNFRSF1B,REX1BD,IL18R1,MIAT,EPHA3,ELOVL5,FUOM,TMBIM4,CCNI,HLA-A,CLEC4M,RABEP2,RAC1
281,RPL38,DOK3,CDC123,WDR1,MIB2,FAT1,RIPOR2,PLEKHM2,PAK1,RPL26,HLA-DRB5,CISD1,CD27,NEAT1
282,CD4,PYGL,PRSS21,SOD1,BTG2,RABGAP1,SRPRA,ADAM9,CSTB,LPAR1,RPS16,EDN1,LHPP,ATP2A2
283,RTN4,APBB1IP,CLIC1,PPP1CC,SH2D1B,ITIH5,IL6R,BHLHE40,SKAP2,RAB34,KYNU,RAPGEF3,FBXO44,PSMD11
284,SLC25A19,FPR2,RASAL3,RPS6KA1,GOLGA8B,TEAD2,RPL18,IFNGR2,TUBA1A,AP3S1,COX6B1,PROCR,DNAJB4,SERPINB2
285,RNF130,NADK,RBM3,THEM4,TRG-AS1,CCL21,NDUFA12,GSAP,NUDT16,PERP,HLA-C,CYYR1,BCL2,ATP5ME
286,RNF13,IFI30,RSRP1,MRFAP1L1,PPP3CC,HRC,TRIR,C5AR1,GRINA,COL5A2,PDCD1LG2,PHACTR2,NT5E,ENAH
287,PLEKHB2,CTSB,RAB11A,UBE2N,TMEM156,ZEB2,SHISA5,CD163L1,RAB8A,COL4A1,EDF1,PGM5,DRAM2,VAPA
288,DNAJB6,ATG16L2,RPL31,DGKA,IPCEF1,ADAMTS9-AS2,ERN1,PLEKHO1,CD300LF,ST13,CSF2RB,GABARAPL1,ATF7IP,RPL37
289,VASP,NOP10,SAMSN1,PTGDR2,ABLIM1,TPPP3,TNFSF10,P2RY13,RNASEK,DCLK1,DDX5,YES1,CXXC5,MT-ND4L
290,SLC7A11,PSMB10,TRBC2,PSMB8,FBXO44,TDO2,TRAC,DRAM2,HLA-DRA,TAX1BP3,LYPD3,AL583785.1,TIFA,NPEPPS
291,XIST,TLR8,ZFAND2A,EIF3L,UBB,MAP1LC3A,RPL7A,CCR1,OSBPL8,RTL8A,TNIP1,THSD1,SYS1,SNHG8
292,HEXB,NAGK,NOP58,CD96,SIDT1,PHLDB1,TTC39C-AS1,SIK1,ATG16L2,RPS13,CFL1,GNG12,B4GALT1,NDUFB9
293,RHOC,WARS,C9orf78,SLC44A2,ENC1,COL5A3,SSR2,RASSF4,OSTF1,CALU,SRSF11,PALMD,CHD2,ETS2
294,TUBB4B,VMP1,FRMD4B,LMAN1,KIF21A,SOX4,PRELID1,CCL8,GBP1,CIRBP,RPS17,RIPOR1,STRBP,LTBR
295,ATF5,MIS18BP1,RPS5,ZC3HAV1,CD8B2,LEPROT,MT-ND4,SLC12A5,VPS35,FKBP10,ARHGAP10,ACKR4,PXK,DEGS1
296,EIF4A3,GRK2,TPM3,CD79B,KLRC3,GNAI1,SAMD9,TMEM259,AC090559.1,AADAC,PLA2G16,PKIG,ITGA4,SNRPF
297,TPT1,ATP5MC2,LEPROTL1,HK1,TRBV20-1,LAMA5,AC090152.1,MERTK,AOAH,CYSTM1,ARPP19,PLA2G16,ZNF567,EI24
298,CD86,TXNIP,RPL29,PRKCQ,GPR18,ARHGAP1,RPS18,ACP2,CFL1,MRFAP1,RPS9,COL18A1,FAM3C,PNP
299,GABARAP,VPS13C,CAPG,MBP,RCAN2,EFEMP2,MYL12A,MAOA,TPM3,PRDX2,DUSP4,NUCB1,HOPX,TNKS1BP1
300,ITGAX,PAK1,TTC29,GBP1,CCSER2,CLEC11A,RPS3A,SLC1A3,RELT,BDH2,COX7A2L,TEAD2,IGHV5-78,UBR4
301,PPP1R15B,WAS,TAGAP,ARHGEF6,PMAIP1,FRMD3,TPM3,SCARB2,MTHFS,H2AFJ,ODF3B,ITGA9,IGHV4-59,RPS28
302,MIDN,CCDC88A,ELOC,UBE2D2,PRR5,FKBP10,PCSK7,LYPD3,SCPEP1,LEPR,TREML1,ETS1,IGHV4-61,UQCRC1
303,CD59,SCAND1,RPL10,C12orf57,CCND3,PTMS,RPL5,IQGAP2,HIGD2A,NACA,GPR132,GPR182,FAM69A,MGST2
304,ETV6,AL034397.3,KCNN4,YWHAB,HSH2D,CRIM1,PRDX1,CLEC4A,GLIPR1,RPL35,SOCS2,NUDT4,SLC2A3,EIF5B
305,ACTN1,SSH2,ARPC1B,SSR4,XCL1,CD9,UBA52,TFEC,LYPD2,PRDX5,ARHGAP31,OSMR,CIITA,TUBB2A
306,LILRB2,OGFR,FUS,RNASEH2B,TRBV5-6,CD36,CLDND1,DHRS9,ATP6V0B,TMEM109,PIAS1,CLEC1A,TUT4,TPD52
307,TNFSF13B,RNF149,RPSA,KIF2A,MAP3K8,SEMA5A,PAFAH1B3,SYNGR2,CAPZA2,ID3,ZBTB38,BCAP29,TMEM19,RALBP1
308,EIF4EBP1,TMEM219,SEPT11,LINC01871,NLRC5,NFATC4,STK4,PLEK,GMFG,FMOD,MT-CO3,BLCAP,NGLY1,SREBF2
309,AP1B1,PRR13,ANAPC16,SELL,LPIN2,F10,SPTAN1,RAP2B,DMXL2,SRPX2,ATP6V1G1,TMEM120A,CWF19L2,ITM2B
310,CCL17,RTN3,NR3C1,ADH5,PRSS23,PDLIM7,SERBP1,UBD,RILPL2,RPS6,DNAJA1,A4GALT,KBTBD8,TMPRSS4
311,CALR,ODF3B,CD53,CDKN1B,GYG1,SMIM3,AP002884.1,DSC2,ADK,RPL10,IDO1,ANGPT2,SEC62,PRSS22
312,OAZ1,ATG3,UBA52,TLK1,NCR1,PHLDB2,COX6C,EHBP1L1,SSH2,IGF1,BZW1,PGRMC1,KATNBL1,MAL2
313,CDC42EP2,AQP9,ELOB,FDFT1,EPB41,GGT5,MYCBP2,MCOLN1,SH3BP2,AKR1C1,COX4I1,ODF2L,RBM39,CALML5
314,RPL23,SORL1,LMAN2,NAP1L4,DCK,ID4,RPL24,PLEC,RTN4,SEC11A,CYTIP,MANSC1,CLK1,HSPE1
315,LILRB4,CYP1B1,GMFG,GPX7,MYL12A,RTL8A,PPP3CC,SLC38A6,PSMB8,TCEAL9,RPS7,SWAP70,SMARCB1,CA12
316,POLR2E,SETX,TUBB4B,CCDC107,BRD2,C2orf40,IL10RA,NEAT1,MPP1,TGFBR2,NPC2,KCTD12,ERO1B,RPL7A
317,GSTO1,FAM198B,SSR2,SP140,C12orf65,PPP1R12A,PIM1,GATM,C1QA,TPM2,NMRK1,CTSL,SGSM3,JAG1
318,RNH1,FKBP15,CCR10,GIMAP6,SYTL1,EPB41L2,LMAN2,GNB2,ACTR2,MT-ND1,CCDC88A,CTNND1,ZNF136,TMEM45B
319,GABARAPL1,POLE4,AC020916.1,PDIA3,YES1,CYR61,CDC123,COMT,RABGAP1L,RPL36,IL7R,C1QTNF1,NOC3L,TNFRSF19
320,ENY2,PNPLA2,DNAJA1,ERAP2,RABGAP1L,FHL5,PFKL,MATK,PPM1N,LRRN4CL,PQLC3,LAMP1,CHI3L2,DENND2C
321,TNFAIP8,PTPRC,BUD31,UBE2L6,DEF6,VSTM4,MKRN1,RIN2,TSPO,ANTXR1,GRAMD1A,TIMP2,SLC50A1,EIF4G2
322,DBI,RHOG,TMUB1,GPR155,TIGIT,CRTAP,CLEC2D,ABHD12,GIMAP8,ANK2,RPL27,FRMD6,SVIP,PFDN2
323,ST8SIA4,CCDC69,EZR,TMC6,ATF7IP,COBLL1,GIMAP6,TMEM37,SH3BP1,RACK1,BCL2A1,CTTN,PPFIBP2,PTPRF
324,TMEM176B,AP2S1,MT1F,GTF3A,CDK17,RTL8C,BCAP31,PARVB,GSTP1,EFEMP2,SLC25A3,GIMAP5,RPL23A,TNS4
325,HLA-DOA,SLC16A3,CAMK4,PTPN7,RAB37,SH3PXD2A,ACAP1,NTAN1,CD53,RPL6,RPS3,APOL3,TCTN1,GGH
326,EPB41L3,CKAP4,ARL6IP1,GORASP2,NELFCD,ANGPTL4,PSMB9,TM9SF3,CAP1,RPS21,RALA,LAMB1,TAF7,NDUFS5
327,FABP5,SAT2,LPXN,SIGIRR,TNF,INPP4B,AIP,IFI27L2,FCGR1A,ITGBL1,NCOA7,STMN1,MYLIP,UBA1
328,RBM47,RBM47,PTP4A3,CCDC167,C19orf66,FHL1,RPL23A,PTMS,RNH1,TSHZ2,ATP5MD,H1F0,UBAC2,FOSL1
329,DNAJA1,FLOT1,SSBP1,CDK2AP2,MAPRE2,KLHL23,DMD,ENPP2,SLC16A3,FAM114A1,CDC42,CXorf36,HDHD3,RTN4
330,KCNK6,LIMD2,RPL41,ATP5F1A,TFDP2,LAMC1,TAX1BP1,SIAH1,TUBA1B,KRTCAP2,ACOT13,LMAN1,ZNF10,COX5B
331,HSPE1,PTPN6,RPS18,SYTL2,RGS3,ZFHX3,PASK,RNF145,CD52,LTBP4,CTSZ,KIAA0355,MCM5,RPS29
332,RGCC,OAS1,PTPRC,DCK,ERAP2,CYGB,NCALD,SPI1,CAT,ADM,MTSS1,C7,EIF2S3,IMPA2
333,PSMA6,TGFB1,SURF4,RNF214,SPATA13,RUNX1T1,STK10,PFKFB3,SNX2,TMED2,LAP3,GATA2,TRAF3IP3,HNRNPAB
334,HCK,TMEM205,IER2,IL4R,RPS15A,TRIP6,NSD3,IL1R2,ATP6V1G1,TOMM7,BCL2L1,DST,AC007384.1,SBDS
